Year	Data	Err-	Err+
-19395.18000	187.24000	0.58000	0.58000
-19262.70000	190.05000	0.03500	0.03500
-19117.69000	188.40000	0.43500	0.43500
-19014.43000	190.87000	0.41000	0.41000
-18878.39000	192.66000	0.54500	0.54500
-18716.49000	187.76000	0.46500	0.46500
-18586.80000	193.93000	0.34500	0.34500
-18457.60000	189.99000	0.32500	0.32500
-18263.31000	190.47000	0.60500	0.60500
-18068.70000	193.72000	0.37500	0.37500
-17933.88000	196.06000	0.21000	0.21000
-17841.19000	193.60000	0.26500	0.26500
-17679.49000	191.42000	0.29500	0.29500
-17618.15000	188.95000	0.12500	0.12500
-17492.73000	191.52000	0.65000	0.65000
-17332.16000	191.58000	0.42000	0.42000
-17202.79000	191.09000	0.56000	0.56000
-17043.82000	192.71000	0.87500	0.87500
-16916.91000	188.50000	0.26500	0.26500
-16885.15000	188.44000	0.41000	0.41000
-16853.64000	192.97000	0.55000	0.55000
-16797.05000	191.27000	0.50500	0.50500
-16727.40000	193.90000	0.25000	0.25000
-16632.94000	188.57000	0.31000	0.31000
-16569.99000	187.67000	0.07000	0.07000
-16536.59000	187.09000	0.35000	0.35000
-16507.83000	187.45000	0.53500	0.53500
-16472.43000	188.47000	0.37500	0.37500
-16441.16000	188.21000	0.58000	0.58000
-16410.35000	188.73000	0.09000	0.09000
-16374.39000	187.12000	0.42000	0.42000
-16345.81000	189.03000	0.09500	0.09500
-16314.68000	188.52000	0.58000	0.58000
-16282.18000	188.88000	0.23500	0.23500
-16251.79000	185.65000	0.47500	0.47500
-16223.16000	189.01000	0.56500	0.56500
-16189.76000	184.88000	0.11500	0.11500
-16160.63000	188.59000	0.74000	0.74000
-16131.60000	188.64000	0.23500	0.23500
-16100.09000	187.73000	0.25000	0.25000
-16074.45000	187.79000	0.55000	0.55000
-16042.04000	188.96000	0.32000	0.32000
-16015.83000	188.66000	0.05000	0.05000
-15985.99000	188.54000	0.49000	0.49000
-15957.16000	191.72000	0.13000	0.13000
-15931.00000	190.26000	0.59500	0.59500
-15904.60000	189.52000	0.36000	0.36000
-15875.43000	191.21000	0.62000	0.62000
-15847.57000	187.25000	0.33000	0.33000
-15819.71000	191.70000	0.16500	0.16500
-15793.75000	190.41000	0.12000	0.12000
-15767.05000	189.52000	0.28000	0.28000
-15741.21000	191.52000	0.66500	0.66500
-15715.06000	194.38000	0.28000	0.28000
-15687.88000	193.21000	0.61500	0.61500
-15662.00000	195.79000	0.12000	0.12000
-15636.25000	196.96000	0.43000	0.43000
-15611.46000	192.62000	0.15000	0.15000
-15584.59000	192.37000	0.30500	0.30500
-15560.87000	191.59000	0.02500	0.02500
-15535.29000	191.48000	0.25000	0.25000
-15510.99000	193.00000	0.23000	0.23000
-15484.97000	190.76000	0.23500	0.23500
-15460.03000	191.89000	0.13500	0.13500
-15435.30000	193.02000	0.19500	0.19500
-15410.50000	190.50000	0.45500	0.45500
-15361.87000	194.65000	0.13500	0.13500
-15337.90000	195.88000	0.25000	0.25000
-15286.25000	198.29000	0.39000	0.39000
-15213.70000	198.63000	0.65000	0.65000
-15141.85000	202.10000	0.52500	0.52500
-15044.77000	204.32000	0.54500	0.54500
-14978.83000	202.93000	0.34000	0.34000
-14919.32000	205.19000	0.48000	0.48000
-14847.55000	205.53000	0.48000	0.48000
-14783.53000	210.25000	0.55000	0.55000
-14705.88000	213.15000	0.40500	0.40500
-14640.01000	208.46000	0.42000	0.42000
-14603.51000	208.65000	0.26000	0.26000
-14559.93000	207.95000	0.06000	0.06000
-14522.03000	213.94000	0.55500	0.55500
-14508.38000	217.19000	0.14000	0.14000
-14481.32000	211.79000	0.90500	0.90500
-14460.71000	212.95000	0.47000	0.47000
-14441.89000	209.51000	0.41000	0.41000
-14424.89000	211.21000	0.25000	0.25000
-14404.23000	214.83000	0.60000	0.60000
-14387.25000	212.43000	0.59500	0.59500
-14367.43000	214.60000	0.30000	0.30000
-14346.96000	212.84000	0.37500	0.37500
-14328.74000	214.22000	0.29500	0.29500
-14310.73000	218.56000	0.48500	0.48500
-14290.56000	220.49000	0.53000	0.53000
-14272.96000	223.24000	0.27500	0.27500
-14258.71000	227.32000	0.60500	0.60500
-14237.46000	221.49000	0.59000	0.59000
-14216.71000	226.19000	0.03500	0.03500
-14201.21000	224.86000	0.51000	0.51000
-14164.14000	222.41000	0.65500	0.65500
-14133.00000	224.24000	0.41000	0.41000
-14083.78000	224.48000	0.71500	0.71500
-14064.67000	222.39000	0.44500	0.44500
-14048.98000	224.41000	0.09000	0.09000
-14045.49000	223.72000	1.03000	1.03000
-13986.52000	223.77000	0.32000	0.32000
-13970.25000	223.51000	0.32500	0.32500
-13894.95000	222.36000	0.22000	0.22000
-13817.68000	224.86000	0.93500	0.93500
-13754.79000	222.16000	0.28500	0.28500
-13699.43000	222.76000	0.68500	0.68500
-13596.40000	223.53000	0.17500	0.17500
-13512.93000	223.27000	0.69000	0.69000
-13460.08000	224.74000	0.37500	0.37500
-13432.85000	225.39000	0.78500	0.78500
-13395.24000	228.92000	0.48000	0.48000
-13370.94000	227.64000	0.71000	0.71000
-13330.74000	225.77000	0.46000	0.46000
-13293.44000	228.27000	0.60500	0.60500
-13268.88000	230.18000	0.16500	0.16500
-13231.11000	227.84000	0.52000	0.52000
-13206.52000	228.81000	0.44500	0.44500
-13183.53000	229.67000	0.31500	0.31500
-13145.81000	234.47000	0.01000	0.01000
-13122.53000	228.99000	0.12000	0.12000
-13084.78000	225.38000	0.42000	0.42000
-13061.48000	228.37000	0.51000	0.51000
-13037.26000	227.65000	0.61000	0.61000
-13026.48000	229.79000	1.04500	1.04500
-13003.66000	228.89000	0.61500	0.61500
-12979.02000	228.47000	0.17000	0.17000
-12965.91000	228.36000	0.26500	0.26500
-12954.21000	228.72000	0.27000	0.27000
-12942.46000	230.63000	0.62000	0.62000
-12930.66000	227.85000	0.55500	0.55500
-12919.18000	232.22000	0.29500	0.29500
-12907.53000	233.17000	0.73500	0.73500
-12894.77000	227.87000	0.20500	0.20500
-12884.75000	228.40000	0.00500	0.00500
-12872.39000	226.51000	0.35000	0.35000
-12860.61000	227.58000	0.21500	0.21500
-12849.14000	228.50000	0.51000	0.51000
-12837.83000	227.79000	0.11500	0.11500
-12826.28000	227.39000	0.56000	0.56000
-12813.41000	224.64000	0.39000	0.39000
-12808.52000	227.90000	0.37500	0.37500
-12793.19000	231.48000	0.55000	0.55000
-12780.88000	234.54000	0.61500	0.61500
-12768.12000	230.53000	0.55000	0.55000
-12756.96000	228.18000	0.38500	0.38500
-12746.69000	228.91000	0.22000	0.22000
-12736.37000	237.49000	0.14500	0.14500
-12725.12000	234.34000	0.52000	0.52000
-12714.09000	233.42000	0.14500	0.14500
-12702.26000	234.62000	0.19500	0.19500
-12695.20000	238.12000	0.30000	0.30000
-12679.99000	240.10000	0.56000	0.56000
-12669.39000	237.97000	0.38000	0.38000
-12656.21000	237.59000	0.42500	0.42500
-12645.47000	235.31000	0.30500	0.30500
-12636.19000	237.97000	0.57000	0.57000
-12625.93000	239.77000	0.87000	0.87000
-12613.52000	239.86000	0.73000	0.73000
-12602.93000	241.73000	0.21000	0.21000
-12591.66000	235.83000	0.28000	0.28000
-12581.30000	243.17000	0.40500	0.40500
-12570.85000	241.14000	0.63500	0.63500
-12547.21000	242.06000	1.12500	1.12500
-12513.58000	238.61000	0.38500	0.38500
-12493.28000	240.95000	0.17500	0.17500
-12472.23000	242.60000	0.88000	0.88000
-12460.60000	242.55000	0.71000	0.71000
-12424.99000	240.33000	0.52500	0.52500
-12404.48000	238.39000	0.24500	0.24500
-12393.16000	242.08000	0.54500	0.54500
-12358.61000	235.80000	0.55000	0.55000
-12348.72000	239.04000	0.11000	0.11000
-12323.02000	240.21000	0.66500	0.66500
-12287.45000	236.60000	0.59500	0.59500
-12255.56000	238.36000	0.94500	0.94500
-12229.55000	239.36000	0.40500	0.40500
-12206.60000	239.24000	0.21000	0.21000
-12170.06000	236.40000	0.06500	0.06500
-12134.47000	232.88000	0.76000	0.76000
-12110.09000	241.27000	0.58500	0.58500
-12072.86000	237.87000	0.54500	0.54500
-12051.79000	235.92000	0.52000	0.52000
-11990.23000	240.57000	0.28500	0.28500
-11921.57000	237.95000	0.42500	0.42500
-11877.20000	239.08000	0.05000	0.05000
-11808.73000	241.11000	1.11000	1.11000
-11762.83000	241.59000	0.61500	0.61500
-11695.35000	238.55000	0.23000	0.23000
-11650.81000	243.86000	0.06000	0.06000
-11581.75000	235.83000	0.20000	0.20000
-11536.74000	240.25000	0.70500	0.70500
-11468.10000	237.83000	0.93500	0.93500
-11354.15000	236.86000	0.17000	0.17000
-11316.97000	240.42000	0.07500	0.07500
-11266.20000	239.41000	0.34500	0.34500
-11222.67000	236.91000	0.48000	0.48000
-11178.45000	234.82000	0.05500	0.05500
-11138.22000	241.56000	0.58000	0.58000
-11116.59000	237.91000	1.12000	1.12000
-11093.69000	238.86000	0.97000	0.97000
-11071.92000	234.68000	0.09500	0.09500
-11051.06000	239.42000	1.04500	1.04500
-11030.88000	237.15000	0.40500	0.40500
-11009.75000	240.71000	0.47500	0.47500
-10989.23000	238.18000	1.41000	1.41000
-10967.11000	238.79000	0.56000	0.56000
-10943.38000	239.44000	0.39500	0.39500
-10923.98000	241.24000	0.65000	0.65000
-10902.71000	239.35000	0.64500	0.64500
-10880.15000	242.15000	0.67000	0.67000
-10859.27000	242.23000	0.97500	0.97500
-10835.63000	241.50000	1.04500	1.04500
-10812.58000	240.02000	0.56000	0.56000
-10789.91000	247.30000	0.20500	0.20500
-10769.80000	241.59000	0.53500	0.53500
-10747.14000	244.24000	0.48000	0.48000
-10723.90000	242.53000	0.48000	0.48000
-10703.64000	243.95000	0.84000	0.84000
-10679.85000	246.94000	0.22500	0.22500
-10657.64000	248.09000	0.59000	0.59000
-10636.60000	247.02000	0.13500	0.13500
-10614.62000	244.27000	0.60500	0.60500
-10593.72000	249.92000	0.86000	0.86000
-10571.35000	246.74000	0.64500	0.64500
-10545.84000	244.42000	0.59000	0.59000
-10525.39000	246.18000	0.39500	0.39500
-10504.82000	245.83000	0.28000	0.28000
-10481.93000	247.67000	0.41000	0.41000
-10459.38000	246.40000	0.72500	0.72500
-10438.31000	243.00000	0.60500	0.60500
-10415.28000	244.31000	0.58000	0.58000
-10393.12000	246.97000	0.38000	0.38000
-10371.28000	250.73000	0.68500	0.68500
-10351.04000	248.92000	0.14500	0.14500
-10330.77000	249.38000	0.66500	0.66500
-10306.48000	248.95000	0.74000	0.74000
-10282.92000	249.23000	0.80000	0.80000
-10261.34000	249.65000	0.61500	0.61500
-10240.41000	250.97000	0.36500	0.36500
-10218.48000	251.42000	0.42500	0.42500
-10196.50000	251.14000	0.70500	0.70500
-10174.58000	253.02000	0.43500	0.43500
-10155.25000	255.66000	0.99500	0.99500
-10129.85000	251.03000	1.28500	1.28500
-10108.80000	253.10000	0.35000	0.35000
-10087.32000	248.41000	0.17500	0.17500
-10065.90000	247.85000	0.72500	0.72500
-10040.69000	255.39000	0.69500	0.69500
-10019.55000	253.99000	0.65000	0.65000
-9998.09000	248.92000	1.02000	1.02000
-9976.96000	258.57000	2.63000	2.63000
-9954.91000	255.90000	0.58000	0.58000
-9933.17000	251.56000	0.29000	0.29000
-9913.12000	253.63000	0.79500	0.79500
-9893.33000	254.31000	0.67000	0.67000
-9870.50000	257.17000	0.74000	0.74000
-9852.79000	258.53000	0.89000	0.89000
-9830.72000	258.25000	0.16500	0.16500
-9809.21000	258.74000	0.74000	0.74000
-9790.65000	255.89000	0.70000	0.70000
-9769.72000	256.04000	0.63000	0.63000
-9751.44000	253.99000	0.73000	0.73000
-9732.82000	254.62000	0.44000	0.44000
-9714.54000	247.55000	0.17000	0.17000
-9697.92000	257.13000	0.67000	0.67000
-9678.97000	266.22000	1.20500	1.20500
-9661.31000	261.30000	0.76000	0.76000
-9642.24000	260.70000	0.14500	0.14500
-9626.41000	267.09000	0.25000	0.25000
-9609.61000	262.74000	0.71000	0.71000
-9593.60000	266.90000	0.33000	0.33000
-9573.93000	269.51000	0.42500	0.42500
-9557.23000	267.66000	0.57500	0.57500
-9540.45000	267.17000	0.42500	0.42500
-9522.80000	269.10000	1.26000	1.26000
-9503.06000	268.87000	0.35000	0.35000
-9485.93000	270.14000	1.05500	1.05500
-9467.45000	264.48000	1.02000	1.02000
-9449.86000	268.16000	1.27500	1.27500
-9433.16000	264.84000	0.64500	0.64500
-9389.37000	264.81000	0.83500	0.83500
-9366.98000	264.10000	0.35000	0.35000
-9306.57000	264.40000	0.75000	0.75000
-9250.58000	265.30000	0.20000	0.20000
-9235.87000	265.00000	0.40000	0.40000
-9211.06000	264.80000	0.20000	0.20000
-9139.62000	264.80000	0.30000	0.30000
-9004.48000	267.60000	0.35000	0.35000
-8885.74000	265.10000	0.80000	0.80000
-8851.81000	266.00000	0.55000	0.55000
-8730.48000	266.90000	0.30000	0.30000
-8555.55000	267.50000	0.20000	0.20000
-8416.56000	264.90000	0.20000	0.20000
-8349.55000	265.70000	0.25000	0.25000
-8242.95000	263.40000	0.05000	0.05000
-8184.50000	264.00000	0.15000	0.15000
-8042.61000	264.20000	0.45000	0.45000
-7951.04000	264.40000	0.20000	0.20000
-7623.27000	263.80000	0.60000	0.60000
-7605.86000	263.00000	0.20000	0.20000
-7574.44000	260.90000	0.30000	0.30000
-7568.06000	260.60000	0.85000	0.85000
-7486.70000	265.20000	0.45000	0.45000
-7411.12000	263.80000	0.40000	0.40000
-7345.31000	263.70000	0.60000	0.60000
-7193.01000	262.00000	0.40000	0.40000
-7110.17000	259.30000	0.50000	0.50000
-7042.99000	260.40000	0.30000	0.30000
-6961.85000	260.90000	0.35000	0.35000
-6831.28000	259.00000	0.55000	0.55000
-6760.68000	261.80000	0.50000	0.50000
-6596.58000	260.70000	0.20000	0.20000
-6509.68000	261.30000	0.45000	0.45000
-6401.88000	258.30000	0.60000	0.60000
-6244.80000	259.30000	0.45000	0.45000
-6166.28000	259.60000	0.25000	0.25000
-6025.85000	260.80000	0.70000	0.70000
-5976.37000	259.20000	0.35000	0.35000
-5910.18000	259.70000	0.45000	0.45000
-5769.59000	260.40000	0.20000	0.20000
-5711.37000	260.10000	0.30000	0.30000
-5547.87000	258.40000	0.40000	0.40000
-5455.32000	260.70000	0.30000	0.30000
-5324.01000	263.00000	0.35000	0.35000
-5238.07000	262.30000	0.45000	0.45000
-5088.27000	257.60000	0.45000	0.45000
-5020.08000	258.10000	0.70000	0.70000
-4930.31000	262.90000	0.25000	0.25000
-4819.65000	262.10000	0.45000	0.45000
-4732.55000	259.40000	0.30000	0.30000
-4622.29000	261.10000	0.20000	0.20000
-4451.24000	261.20000	0.35000	0.35000
-4387.21000	262.70000	0.45000	0.45000
-4351.96000	263.20000	0.30000	0.30000
-4139.81000	265.50000	0.40000	0.40000
-4049.38000	266.70000	0.45000	0.45000
-3984.09000	260.70000	0.80000	0.80000
-3902.26000	265.50000	0.40000	0.40000
-3807.61000	265.90000	0.45000	0.45000
-3631.30000	267.60000	1.00000	1.00000
-3583.29000	265.20000	0.40000	0.40000
-3407.55000	265.30000	0.85000	0.85000
-3361.18000	267.60000	0.30000	0.30000
-3268.57000	269.80000	0.60000	0.60000
-3136.79000	268.60000	0.55000	0.55000
-3031.58000	269.30000	0.50000	0.50000
-2971.20000	270.70000	0.25000	0.25000
-2823.00000	271.50000	0.40000	0.40000
-2697.46000	269.80000	0.50000	0.50000
-2642.82000	269.10000	0.30000	0.30000
-2544.36000	271.10000	0.40000	0.40000
-2392.82000	271.50000	0.45000	0.45000
-2325.08000	272.80000	0.40000	0.40000
-2255.84000	271.60000	0.35000	0.35000
-2158.67000	271.70000	0.50000	0.50000
-2018.95000	274.90000	0.65000	0.65000
-1906.17000	275.40000	0.25000	0.25000
-1856.86000	271.50000	0.50000	0.50000
-1743.41000	273.00000	0.40000	0.40000
-1694.46000	273.40000	0.65000	0.65000
-1578.29000	275.00000	0.30000	0.30000
-1481.12000	274.00000	0.15000	0.15000
-1333.66000	273.10000	0.55000	0.55000
-1305.73000	276.30000	0.75000	0.75000
-1106.60000	274.60000	0.40000	0.40000
-998.82000	276.30000	0.45000	0.45000
-954.55000	274.70000	0.60000	0.60000
-851.76000	275.30000	0.80000	0.80000
-758.48000	278.90000	0.30000	0.30000
-678.02000	273.90000	0.55000	0.55000
-576.12000	277.90000	0.25000	0.25000
-464.32000	277.60000	0.65000	0.65000
-315.55000	276.70000	0.40000	0.40000
-284.24000	276.70000	0.40000	0.40000
-143.36000	276.90000	0.35000	0.35000
-49.71000	278.00000	0.60000	0.60000
1.00000	276.70000	0.50000	0.50000
30.00000	277.90000	0.50000	0.50000
56.00000	277.40000	0.50000	0.50000
104.00000	277.50000	0.50000	0.50000
136.00000	278.10000	0.50000	0.50000
153.53000	278.07000	0.20500	0.20500
174.53000	277.56000	0.20500	0.20500
240.60000	280.25000	0.31000	0.31000
266.10000	278.31000	0.31000	0.31000
274.44000	280.24000	1.28000	1.28000
295.60000	280.91000	0.20500	0.20500
317.55000	281.69000	0.20500	0.20500
357.33000	277.80000	0.20500	0.20500
384.23000	277.25000	0.20500	0.20500
406.36000	279.13000	0.20500	0.20500
436.94000	280.00000	0.20500	0.20500
488.13000	277.11000	0.20500	0.20500
517.96000	276.79000	0.47000	0.47000
551.62000	276.56000	0.20500	0.20500
557.47000	278.46000	1.92500	1.92500
582.41000	276.20000	0.20500	0.20500
614.52000	277.87000	0.20500	0.20500
637.00000	279.59000	0.20500	0.20500
669.18000	278.45000	0.20500	0.20500
701.25000	277.10000	0.20500	0.20500
730.43000	279.99000	0.20500	0.20500
762.30000	279.29000	1.10500	1.10500
793.10000	279.72000	1.10500	1.10500
822.33000	278.62000	0.70500	0.70500
875.41000	279.42000	0.70500	0.70500
914.13000	280.11000	1.10500	1.10500
957.65000	277.41000	0.20500	0.20500
982.65000	278.74000	0.70500	0.70500
1017.58000	279.80000	0.67000	0.67000
1019.27000	280.06000	0.31500	0.31500
1040.08000	280.92000	0.47000	0.47000
1049.18000	280.97000	0.31500	0.31500
1070.20000	282.84000	0.47000	0.47000
1099.41000	283.09000	0.32000	0.32000
1115.61000	282.84000	0.47000	0.47000
1146.29000	284.51000	0.63500	0.63500
1165.98000	283.97000	0.70500	0.70500
1199.81000	284.54000	0.32000	0.32000
1210.95000	283.69000	0.47000	0.47000
1251.27000	282.41000	0.31500	0.31500
1259.51000	282.20000	0.47000	0.47000
1278.20000	278.43000	0.20500	0.20500
1307.45000	281.58000	0.47000	0.47000
1330.12000	284.07000	0.32000	0.32000
1348.85000	278.36000	0.20500	0.20500
1390.33000	280.91000	0.31500	0.31500
1410.86000	279.70000	0.47000	0.47000
1428.80000	279.73000	0.20500	0.20500
1449.16000	282.23000	0.47500	0.47500
1469.40000	280.31000	0.63500	0.63500
1501.53000	283.12000	0.32000	0.32000
1529.68000	283.95000	0.32000	0.32000
1549.65000	283.53000	0.63500	0.63500
1559.86000	281.83000	0.47000	0.47000
1573.01000	282.57000	0.32000	0.32000
1588.18000	281.11000	0.47000	0.47000
1590.99000	279.36000	0.47500	0.47500
1603.42000	275.07000	0.31500	0.31500
1609.46000	271.11000	0.20500	0.20500
1628.60000	273.78000	0.20500	0.20500
1639.81000	276.69000	0.47000	0.47000
1649.10000	278.02000	0.31500	0.31500
1681.89000	276.66000	0.31500	0.31500
1689.74000	276.32000	0.47000	0.47000
1694.07000	277.36000	0.31500	0.31500
1722.86000	278.27000	0.63500	0.63500
1723.01000	277.01000	0.47000	0.47000
1733.87000	278.31000	0.47000	0.47000
1741.26000	276.81000	0.47000	0.47000
1749.12000	277.60000	0.31500	0.31500
1751.93000	276.46000	0.47000	0.47000
1752.13000	278.00000	0.31500	0.31500
1762.88000	277.16000	0.31500	0.31500
1763.70000	276.40000	0.47000	0.47000
1773.46000	277.86000	0.47000	0.47000
1779.49000	280.24000	0.31500	0.31500
1780.30000	273.07000	0.20500	0.20500
1794.10000	281.62000	0.47000	0.47000
1795.94000	282.30000	0.31500	0.31500
1796.47000	280.40000	0.86000	0.86000
1799.34000	282.80000	0.39500	0.39500
1813.66000	284.43000	0.47000	0.47000
1824.74000	281.36000	0.47000	0.47000
1826.92000	285.91000	0.32000	0.32000
1832.87000	285.09000	0.47500	0.47500
1833.18000	283.82000	0.47000	0.47000
1836.70000	284.15000	0.47000	0.47000
1840.83000	283.65000	0.31500	0.31500
1843.29000	281.58000	0.58000	0.58000
1844.46000	283.53000	0.58000	0.58000
1844.65000	283.18000	0.58000	0.58000
1845.90000	283.62000	0.67000	0.67000
1847.32000	286.84000	0.32000	0.32000
1850.26000	284.00000	0.58000	0.58000
1850.83000	288.79000	0.20500	0.20500
1851.11000	285.47000	0.31500	0.31500
1853.71000	288.05000	1.10500	1.10500
1854.72000	285.57000	0.31500	0.31500
1856.62000	283.16000	0.58000	0.58000
1858.84000	286.63000	0.20500	0.20500
1861.83000	287.17000	0.31500	0.31500
1862.98000	285.35000	0.47000	0.47000
1864.13000	286.65000	0.58000	0.58000
1866.74000	285.05000	0.84000	0.84000
1867.73000	287.99000	0.20500	0.20500
1868.41000	289.54000	0.86000	0.86000
1869.66000	287.99000	0.31500	0.31500
1870.04000	286.33000	0.58000	0.58000
1872.83000	286.66000	0.67000	0.67000
1873.74000	291.56000	1.10500	1.10500
1876.91000	289.33000	0.31500	0.31500
1879.95000	287.77000	0.58000	0.58000
1882.92000	292.46000	0.47500	0.47500
1883.79000	289.76000	0.47000	0.47000
1884.18000	289.23000	0.31000	0.31000
1885.60000	288.12000	1.00500	1.00500
1887.39000	294.34000	0.31500	0.31500
1889.01000	292.34000	0.34000	0.34000
1889.87000	290.92000	0.58000	0.58000
1892.39000	295.17000	0.31500	0.31500
1892.88000	294.86000	0.86000	0.86000
1893.06000	295.32000	0.32000	0.32000
1893.66000	293.17000	0.86000	0.86000
1893.76000	293.81000	0.47000	0.47000
1898.66000	295.28000	0.31500	0.31500
1898.94000	297.05000	1.10500	1.10500
1900.18000	294.22000	0.58000	0.58000
1901.70000	295.61000	0.66500	0.66500
1903.91000	295.99000	0.47000	0.47000
1905.35000	299.02000	0.31500	0.31500
1905.54000	297.33000	0.31500	0.31500
1905.77000	299.63000	0.32000	0.32000
1908.52000	301.50000	1.10500	1.10500
1909.76000	297.87000	0.58000	0.58000
1910.72000	298.11000	1.28000	1.28000
1911.10000	297.73000	0.86000	0.86000
1911.29000	299.26000	0.86000	0.86000
1912.52000	301.30000	0.31500	0.31500
1914.39000	300.70000	1.22500	1.22500
1915.79000	301.92000	0.31500	0.31500
1917.87000	303.85000	0.33500	0.33500
1918.67000	304.61000	1.10500	1.10500
1919.71000	301.88000	0.58000	0.58000
1922.51000	303.18000	0.47000	0.47000
1922.84000	306.20000	1.91000	1.91000
1924.75000	304.72000	0.86000	0.86000
1925.31000	304.97000	0.31500	0.31500
1927.80000	308.02000	1.59000	1.59000
1928.16000	305.67000	0.32000	0.32000
1928.54000	305.71000	0.47000	0.47000
1928.74000	305.78000	0.32000	0.32000
1929.39000	305.38000	0.03500	0.03500
1930.83000	305.74000	0.72500	0.72500
1932.29000	308.26000	0.31500	0.31500
1932.54000	308.28000	1.10500	1.10500
1932.78000	305.94000	0.58000	0.58000
1933.59000	307.08000	1.28000	1.28000
1933.88000	309.63000	0.31500	0.31500
1935.06000	306.32000	0.58000	0.58000
1935.71000	307.26000	0.58000	0.58000
1935.87000	309.34000	1.43500	1.43500
1936.86000	307.41000	0.58000	0.58000
1937.77000	312.33000	0.06500	0.06500
1937.87000	311.52000	1.10500	1.10500
1938.13000	311.94000	0.67000	0.67000
1938.16000	308.48000	0.32000	0.32000
1938.97000	310.46000	1.08500	1.08500
1939.22000	311.21000	0.31500	0.31500
1939.59000	310.95000	0.31500	0.31500
1939.97000	309.80000	0.32000	0.32000
1940.75000	307.74000	0.58000	0.58000
1940.84000	311.80000	1.10500	1.10500
1941.78000	312.39000	1.10500	1.10500
1942.04000	312.84000	1.28000	1.28000
1942.21000	311.88000	1.38500	1.38500
1943.57000	312.36000	1.10500	1.10500
1944.51000	310.22000	0.31500	0.31500
1944.76000	311.28000	0.20500	0.20500
1944.96000	310.44000	1.28000	1.28000
1945.39000	311.81000	1.56000	1.56000
1945.56000	311.97000	1.04000	1.04000
1945.62000	312.56000	1.10500	1.10500
1946.63000	312.87000	1.10500	1.10500
1946.66000	310.36000	0.31500	0.31500
1947.71000	311.57000	1.10500	1.10500
1948.77000	309.69000	0.20500	0.20500
1949.67000	313.66000	1.10500	1.10500
1950.25000	312.00000	0.32000	0.32000
1952.38000	312.18000	0.20500	0.20500
1953.56000	312.22000	0.71000	0.71000
1953.71000	312.80000	0.31500	0.31500
1953.79000	313.17000	0.31500	0.31500
1954.80000	314.71000	1.10500	1.10500
1956.16000	315.34000	0.32000	0.32000
1957.10000	314.44000	0.39500	0.39500
1957.20000	316.33000	0.06500	0.06500
1957.26000	315.27000	0.58000	0.58000
1957.87000	314.57000	0.20500	0.20500
1958.10000	316.10000	0.86000	0.86000
1958.56000	316.33000	0.47000	0.47000
1959.09000	311.98000	0.90500	0.90500
1960.31000	313.09000	0.90500	0.90500
1960.57000	318.21000	0.86000	0.86000
1961.72000	316.59000	0.32000	0.32000
1962.32000	317.52000	0.31500	0.31500
1962.40000	319.14000	0.31500	0.31500
1962.54000	317.45000	0.31500	0.31500
1962.62000	318.61000	0.45000	0.45000
1963.20000	319.07000	0.31500	0.31500
1963.56000	319.12000	0.47000	0.47000
1965.23000	319.89000	0.31500	0.31500
1965.30000	319.20000	0.47500	0.47500
1965.87000	320.98000	0.87000	0.87000
1966.55000	322.17000	0.67000	0.67000
1966.79000	320.49000	0.58000	0.58000
1968.54000	320.38000	0.58000	0.58000
1968.81000	324.09000	0.31500	0.31500
1968.98000	325.08000	0.31500	0.31500
1969.42000	324.71000	0.31500	0.31500
1970.22000	324.56000	0.31500	0.31500
1970.64000	324.91000	0.09000	0.09000
1970.66000	326.65000	0.58000	0.58000
1970.87000	326.31000	0.67000	0.67000
1972.04000	330.35000	1.10500	1.10500
1972.09000	328.42000	0.31500	0.31500
1974.13000	331.55000	0.31500	0.31500
1975.57000	332.37000	0.02000	0.02000
1976.67000	332.37000	0.63500	0.63500
1976.80000	335.55000	0.31500	0.31500
1979.14000	334.85000	0.18500	0.18500
1983.03000	339.46000	0.15000	0.15000
1983.08000	341.33000	0.05000	0.05000
1984.92000	342.05000	0.23000	0.23000
1985.76000	343.11000	0.07000	0.07000
1986.14000	343.97000	0.03000	0.03000
1986.62000	344.72000	0.04500	0.04500
1987.21000	345.44000	0.01500	0.01500
1988.07000	347.60000	0.20000	0.20000
1988.97000	349.28000	0.06500	0.06500
1989.41000	349.80000	0.07000	0.07000
1989.97000	350.81000	0.08000	0.08000
1991.13000	352.42000	0.05000	0.05000
1992.31000	353.72000	0.11000	0.11000
1993.08000	353.95000	0.02000	0.02000
1994.41000	357.11000	0.08000	0.08000
1996.28000	359.65000	0.05000	0.05000
1998.00000	361.78000	0.18500	0.18500
2001.03000	368.02000	0.03000	0.03000
